id,name,lat,lng,category,description,author,difficulty,favorite,date_added,region
-OlT9AMg7Y4nKdixzVPX,Abandoned Preschool (practically untouched),34.3848,-118.5232,building,If ur too loud you’ll get cops called and i’ve heard abt sketchy ppl lurking at night around it so be careful,Anonymous,3,False,2026-02-14 13:57:32,California
-OlTA_IloLATt4gp44Y2,Nike Missile Site,34.31216,-118.60734,building,once u see the abandoned buses ur close,Anonymous,0,False,2026-02-14 14:03:40,California
-OlTBMs2VKhSCeWm-Jtk,Abandoned Swat Training Building,34.02939,-118.25668,building,Security might be present during the day. Sick graffiti,Samuel Berkinballs,0,False,2026-02-14 14:07:07,California
-OlTBn0Px2bCxsq5mJak,Sunken City,33.7064,-118.2879,,,Anonymous,,False,2026-02-14 14:08:59,California
-OlTEHvgpP23iXmswcKc,Abandoned Redlands Waterpark,34.0691,-117.2279,building,Keep in mind: there’s security that drives around in a white truck so be careful.,Anonymous,0,False,2026-02-14 14:19:54,California
-OlTEcuO0owl97QNfMSZ,Abandoned Redlands Town,34.07704,-117.11338,house,Cool graffiti,Anonymous,0,False,2026-02-14 14:21:24,California
-OlTFXTvQLDTELo5SzUj,Abandoned Theater,32.71698,-117.1612,building,Extremely hard to get inside of. if you do go go at night and enter through the side. the security is high level and violent.,Anonymous,5,True,2026-02-14 14:25:19,California
-OlTGCHN5L8Nvnojfu9E,Adobe Falls,32.779,-117.0689,other,the pin marks the start of the tunnel keep walking to get to the warefall,Anonymous,1,False,2026-02-14 14:28:15,California
-OlTGjoUDOW37RTdBIOH,Fontana Bunker,34.02893,-117.46209,building,You do have to hop a fence but it’s cool,Samuel Berkinballs,2,False,2026-02-14 14:30:36,California
-OlTJDparkE4ZWnSO4Kw,Abandoned Courthouse,33.52459,-117.71717,building,Respect the spot. Gutted but still cool for the history. Near a police station so be cautious.,Anonymous,3,True,2026-02-14 14:41:27,California
-OlU6crsbVbPwP8y2Uas,Abandoned Mansion,32.75726,-116.87529,house,Has tennis court and pool still left over,Samuel Berkinballs,2,False,2026-02-14 18:26:03,California
-OlUgQfIQPGImnU7CDIo,Sulfer Mines,32.9903437,-117.1113511,tunnel,"This was quite a hike to get to, I parked on wineridge rd. Once you make it to the long structure, it zig zags down. It made me dizzy. The mine is closed but there’s remaining structure from this abandoned sulfur mine",Anonymous,0,False,2026-02-14 21:06:49,California
-OlUhBnU69cZZLz019ig,4s ranch dam,33.0024968,-117.1151987,other,Cool fishing spot,Anonymous,0,False,2026-02-14 21:10:10,California
-OlUonXGZRkm-Q--c8TJ,Abandoned Middle School,38.0146812250902,-122.50902,building,Pretty small only 2 buildings and a basketball court,Anonymous,0,False,2026-02-14 21:43:24,California
-OlUpiQp3AyntS8_PZP8,Abandoned Roundhouse (might be demolished),37.701901224067,-122.4067,building,Idk if it’s demolished haven’t been in a while,Anonymous,0,False,2026-02-14 21:47:25,California
-OlUqZp7FZjG6qNrUdH0,Nike Missile Test Site,37.639701224789,-122.4789,building,Old from wwII,Anonymous,0,False,2026-02-14 21:51:08,California
-OlUrONecGXrZw6zRp3p,Abandoned Barn,37.400501221912,-122.1912,house,Cool,Anonymous,0,False,2026-02-14 21:54:43,California
-OlUs-vSefEJEC3kTwEA,The Frenchman’s Tower,37.396101221619,-122.1619,building,Has a small rusted fence u can easily hop over. Has a small entrance in the back,Anonymous,0,False,2026-02-14 21:57:25,California
-OlUsZ152geRwqmULBYD,Abandoned School,37.182301220018,-122.0018,building,Hard to find kinda but it’s off to the side of the road,Anonymous,0,False,2026-02-14 21:59:49,California
-OlUt8WT3Am35xKupnwp,Davenport Pier,37.012301221994,-122.1994,building,Old pier not much to see tbh,Anonymous,0,False,2026-02-14 22:02:22,California
-OlUtloS3srxmxIdwrLB,Abandoned Hotel,37.848001216334,-121.6334,building,Might be demoed,Anonymous,0,False,2026-02-14 22:05:07,California
-OlUuhPNo_OXwdO8y3D7,Abandoned Bunker,38.06760122528,-122.52,building,Park at skate park,Anonymous,0,False,2026-02-14 22:09:11,California
-OlUvd56Ajga_5_xi0_a,Camp Reynolds Abandoned House,37.861001224405,-122.4405,house,Boarded,Anonymous,0,False,2026-02-14 22:13:16,California
-OlUwB9TfBra3bot39HO,Devils slide bunker,37.568101225163,-122.5163,building,Sick spot cool graffiti keep it nice!,Anonymous,0,False,2026-02-14 22:15:39,California
-OlUwlE8AHXtWQ__Mwhg,Abandoned Half Moon House,37.489801223685,-122.3685,house,Cool,Anonymous,0,False,2026-02-14 22:18:11,California
-OlUxN0o48HrqrBZMdjk,Emerald Pools,39.3189912065582,-120.65582,building,Half a mile walk to the swimming part,Anonymous,0,False,2026-02-14 22:20:50,California
-OlV6RX_fvfA14WVAHqF,Abandoned Asylum,37.4097222222,-121.9305555556,building,Sick spot,ForgottenBay,0,False,2026-02-14 23:04:50,California
-OlV71W5QuWX4JXGQPzr,Abandoned Asylum,37.4097222222,-121.9305555556,building,sick spot,Forgottenbay,0,True,2026-02-14 23:07:26,California
-OlV7pTfLTmsfHVz41EF,Abandoned Movie Theater,37.3175,-121.9313888889,building,pretty easy,Anonymous,0,False,2026-02-14 23:10:54,California
-OlV8U56xSsRTs_W3XLX,abandoned boy scout camp,37.231944,-122.044444,building,super sick spot and rlly easy js requires a lil hiking,Forgottenbay,0,False,2026-02-14 23:13:45,California
-OlVEY02ubEhrGi4C_QP,Abandoned Condos,37.858941,-122.485667,building,,@Urbexthebay,0,False,2026-02-14 23:40:14,California
-OlVImHbfN2_MhyPipPg,Abandoned Movie Theater,37.932245,-122.517583,building,crazy spot with insane baer piece u can see in the photo,@Urbexthebay,0,True,2026-02-14 23:58:45,California
-OlVJPt83hy2aRNVxCP0,Wacky Abandoned Houses,37.88946,-122.56491,building,Some of the weirdest but coolest houses i’ve seen. WARNING someone lives in one of the houses so don’t try to go in,@Urbexthebay,0,True,2026-02-15 00:01:31,California
-OlVK7l4uWCwwjItkMW_,Abandoned Coast Guard Base,38.05323,-122.51413,building,get in thru second story,@urbexthebay,0,True,2026-02-15 00:04:39,California
-OlVKe7II2JXjruX_TE6,Abandoned Drug Rehbad,38.02393,-122.52372,building,,@Urbexthebay,0,False,2026-02-15 00:06:56,California
-OlXR6_IfPP6MD4YuzH6,5 screen theater,38.01882,-122.53183,building,,@Urbexthebay,0,False,2026-02-15 09:54:24,California
-OlXRkofUDnww2DjhdqC,Abandoned Building,37.89404,-122.53323,building,,@Urbexthebay,0,False,2026-02-15 09:57:13,California
-OlXSJIZE-mTdZ0A7Xp7,Abandoned Building,37.8626,-122.49446,building,,@urbexthebay,0,False,2026-02-15 09:59:38,California
-OlXTK23Pt4IqZUeFKd6,Abandoned Campsite,34.16557,-116.81784,building,,Anonymous,0,False,2026-02-15 10:04:03,California
-OlXV8bJf-fi0T4b-NoZ,Juvenille Boys Camp,40.634921,-122.67639,building,"lost funding in 2009, now is covered in graffiti.",Anonymous,0,False,2026-02-15 10:12:01,California
-OlXVkc5496qkVOp6LR2,abandoned barn,41.081581,-124.148361,house,Abandoned Barn at trinidad in the barn theres a chevy nova thats been sitting for 50+ years.,Anonymous,0,False,2026-02-15 10:14:40,California
-OlXWMrnnuV_ZMMuQdMI,Old Paper Mill,40.80494,-124.194071,building,"Old paper mill in Samoa. Some cars on the map, I don't know if people still work there, but they might. Highly unlikely to be inhabited by a buisness. Enter at you're own risk.",Anonymous,0,False,2026-02-15 10:17:21,California
-OlXX0ilshySi2fogAF9,Abandoned Devils Playground,40.779771,-124.192371,building,"Devil's Playground. Old abandoned train repair station. Lots of graffiti, lots of homeless. Enter at your own risk.",Anonymous,0,False,2026-02-15 10:20:13,California
-OlXXRmdaoX6Q7awv7jZ,Abandoned Factory,40.86586,-124.15259,building,,Anonymous,0,False,2026-02-15 10:22:03,California
-OlXXsD1OU7abrfnnIP2,abandoned house,40.8941,-124.088891,building,,Anonymous,0,False,2026-02-15 10:23:56,California
-OlXYUxT0PSTdZsLbyAu,Abandoned House,41.733491,-122.63017,building,Pretty torn up has a shed u can explore as well,Anonymous,0,False,2026-02-15 10:26:39,California
-OlXZ1yP0dw3AHK7Ar_r,Abandoned Blue Farm Factory,41.727291,-122.5258,building,,Anonymous,0,False,2026-02-15 10:29:02,California
-OlXZuB7NyUdM9YFayoM,Bando,41.8268,-122.005301,house,,Anonymous,0,False,2026-02-15 10:32:48,California
-OlYz0wyJp7WupCXJ7LO,Hangout Spot Under Bridge,37.8939059,-122.0617347,other,Crazy homeless people at night but if u go during the day it’s a nice smoke spot js don’t trash it ngas live there at night so keep it clean for em even if they insane,Anonymous,1,False,2026-02-15 17:06:33,California
-OlYzosd4AUfY3gKcU4Y,Graffiti Rock Lookout,33.1530815,-117.0228648,building,,Anonymous,1,False,2026-02-15 17:10:02,California
-OlZ-rZdgKUAEJyuh7s4,La Jolla Mushroom House,32.872307122039416,-117.25203026199723,house,,liljoji831,1,True,2026-02-15 17:14:35,California
-OlZ1VhNxDgsG3livtcW,Costa Verde Shopping Mall,32.868425,-117.2151227,building,Security is tight but it’s super sick,Anonymous,0,False,2026-02-15 17:21:45,California
-OlZ275poYGxN6Noa_K5,Graffiti Bridge,32.8754249,-117.1908916,building,,Anonymous,0,False,2026-02-15 17:24:27,California
-OlZ2VjUFCpnsculy3Gf,Graffiti Tunnel,32.7944127,-117.1127879,tunnel,,Anonymous,0,False,2026-02-15 17:26:08,California
-OlZOWAmo0MRHXYDx2Dv,Bridge,37.49593,-122.11454,other,,@teganogo,0,False,2026-02-15 19:02:17,California
-OlZRFAllVx5iNIr-Pwm,SD Fire Training Area,32.7332026,-117.2089009,building,"Only go at night, around 9 pm, easy roof access don’t get caught by airline employees. Second building has a door open with a big square in it go inside, causation: might be a homeless guy there you’ll see his laptop. That open square in the door leads to bathroom/shower, didn’t go as far inside due to the little friend we met. Crazy view tho.",Anonymous,0,False,2026-02-15 19:14:13,California
-OlZomKirvWD07niO02B,Narnia,32.94252,-117.07955,other,,Anonymous,0,False,2026-02-15 21:01:25,California
-OlZoma9E7253mpKvI0H,Narnia,32.94252,-117.07955,other,,Anonymous,0,False,2026-02-15 21:01:26,California
-OlZonYyzcindF15U0m7,Narnia,32.94252,-117.07955,other,,Anonymous,0,False,2026-02-15 21:01:30,California
-OlZonfmEOWypZ7-I9Ar,Narnia,32.94252,-117.07955,other,,Anonymous,0,False,2026-02-15 21:01:30,California
-OlcdMFntFwx-Lr6dKiC,Abandoned House,37.18753,-121.9851,house,,Anonymous,0,False,2026-02-16 14:49:59,California
-OlceORR1AuKf2dQYgF2,Abandoned Hospital,37.406287,-121.934696,building,,Anonymous,0,False,2026-02-16 14:54:30,California
-OlczhrLpnxXin9NYJ3h,Abandoned Mall,37.41889,-121.89143,building,,Anonymous,0,False,2026-02-16 16:30:20,California
-OldzjA03Dlb7qsxP9J7,Abandoned Bridge,37.16403,-121.97702,building,majestic,Anonymous,0,False,2026-02-16 21:07:21,California
-OlgYdUu3Z7fmL4jAJeK,Santa Cruz Bando,37.22268,-122.09359,building,,Anonymous,0,False,2026-02-17 09:03:30,California
-OlgYzCN0mVulroGOVBx,Abandoned Mansion,37.40259,-122.29775,house,,Anonymous,0,False,2026-02-17 09:04:59,California
-OlgZjOxT7UpNTaYC0MM,Abandoned High School,37.36963,-121.85811,building,,Anonymous,0,False,2026-02-17 09:08:16,California
-Olg_HTDexLxQhw9DgOv,Abandoned Home,37.22252,-122.04338,house,,Anonymous,0,False,2026-02-17 09:10:40,California
-OlgaKjSGMyyEQgbNjzt,Starlight Bowl,32.72681,-117.15313,building,,Anonymous,0,False,2026-02-17 09:15:15,California
-OlhN2MulTlmMypKx6q5,Abandoned Building,37.8626,-122.49446,building,,Anonymous,0,False,2026-02-17 12:52:28,California
-OlhN3bZnxzhWWC0gZHj,Abandoned Building,37.8626,-122.49446,building,,Anonymous,0,False,2026-02-17 12:52:33,California
-OlhYrqNyXp2WDbG3ZQs,Abandoned Casino,38.577208,-121.32693,building,,Anonymous,0,False,2026-02-17 13:44:06,California
-OlhZrzjrH2JdMrM4IZY,Sunrise Mall,38.674703,-121.268928,building,,Anonymous,0,False,2026-02-17 13:48:29,California
-Olh_pHTDrg7aBfeJZmb,Community Services Agency,37.349851,-121.841317,building,,Anonymous,0,False,2026-02-17 13:52:40,California
-Olhb6QIDgm0APAaWpms,Abandoned Place,37.41889,-121.89143,building,,Anonymous,0,False,2026-02-17 13:58:16,California
-OlhbMr9ucpB5ShYKx85,Abandoned Pizza Place,37.528335,-122.001165,building,,Anonymous,0,False,2026-02-17 13:59:23,California
-Olhht8_6K_ziZjhoHpl,Tunnel,33.049447,-117.291284,building,Gotta hop a fence to get to it mad sketchy homeless ppl inside,Anonymous,0,False,2026-02-17 14:27:53,California
-OlhyTpEwdc3NIx6390o,Tunnel,32.93771451511961,-117.1023528719278,tunnel,,Anonymous,0,False,2026-02-17 15:40:21,California
-OliD3bauEJsfSYEO6rs,Tunnel,37.8946602,-122.0593746,tunnel,floods a lot so be cautious,Anonymous,0,False,2026-02-17 16:48:28,California
-OliDYoTYAomo-NybJxU,Waterfall,33.6133442,-117.427141,building,it’s a hike but it’s cool,Anonymous,0,False,2026-02-17 16:50:36,California
-OliE22cfLUOGPWVki6X,Abandoned Coal Mine,33.6746286,-117.5399684,tunnel,"Trabuco Canyon Mine Inf ormation on this location is older. Drive up to the gate at the end of the dirt roa d, then hike the rest. You will not have service out there. The mine is going to be on the left side of the trail, you will n ot be able to see it from the trail, it is fu rther up the mountain past the stone w all things to the left. You can try to squ eeze inside the mine but it is very diffic ult because the entrance is covered by metal boards. Go at your own risk not sure how stable the mine is, it could co llapse.",Anonymous,0,False,2026-02-17 16:52:44,California
-OliEu6VUhBu20lAibik,abandoned mansion,32.75726,-116.87529,house,Park on Stonefield Drive and there is a pedestrian gate to get on to Farraday Ridge Road. Go the the end of the road and follow the dirt road along the side of the golf course. It's a popular mountain biking spot so lots of people use it and no one will hassle you if you do the 2 mile hike up.,Anonymous,0,False,2026-02-17 16:56:29,California
-OliGaqcTfyatvJTR_v0,Abandoned House,32.8575427,-117.1891405,house,might be sealed cuz i haven’t been in a min but the front door was unlocked the last time i went js watch out for evil gooners,Anonymous,0,False,2026-02-17 17:03:55,California
-OliH0-n1ACyOtjBNOkM,Tunnel,32.8606901,-117.2096014,tunnel,Walk the trail and find the stream to the right follow the tunnel,Anonymous,0,False,2026-02-17 17:05:42,California
-OliHSQYEdrgItuInAuA,Faze Rug Tunnel,32.9212872,-117.1487139,tunnel,goes for super long. Featured in faze rugs videos,Anonymous,0,False,2026-02-17 17:07:38,California
-OliK6-G2-4G3nL99G2I,Abandoned YMCA,34.1472778,-118.1456389,building,,Anonymous,0,False,2026-02-17 17:19:13,California
-OliKhrOH1R90kiklmIZ,Abandoned Airport,35.5913035102426,-117.626633725,building,,Anonymous,0,False,2026-02-17 17:21:52,California
-OliM8O2Au8yV20yrv5T,Abandoned Industrial Building,39.0598133312444,-123.453190213,building,,Anonymous,0,False,2026-02-17 17:28:07,California
-Oli_8zs484KI7fRPsgI,Burned House,32.8497944,-117.2725971,house,surprisingly intact on the inside,Anonymous,0,False,2026-02-17 18:29:20,California
-Oli_WLjb_X4TQ2e_qpo,Abandoned Barracks,32.73826245313502,-117.21037072079372,building,,Anonymous,0,False,2026-02-17 18:30:55,California
-Oli_l91Q7KWq1aA7CF_,Graffiti Overpass,32.7229249,-117.1490566,building,,Anonymous,0,False,2026-02-17 18:32:00,California
-Olia9JXcP8L5uJ4TeJq,Abandoned Farmers Market,32.7545778,-117.1231797,building,boarded up,Anonymous,0,False,2026-02-17 18:33:43,California
-OliagdWwsaNFjox0YJ1,Abandoned Club,33.97451,-118.231731,building,easy to get in but I see homeless ppl hanging outside a lot so be careful.,Anonymous,0,False,2026-02-17 18:38:47,California
-OlibjW0lRBw3p8IO9vw,Abandoned Structure,34.100131,-118.59846,building,,Anonymous,0,False,2026-02-17 18:43:21,California
-OlifPJ37z73aIYc1lQq,Old Cemetary,39.454051,-121.64731,other,spooky at night,Anonymous,0,False,2026-02-17 18:59:23,California
-OlifeUk8usBI8Vg8EAd,Abandoned Factory,39.714221,-121.832192,building,Lots of security low-key risky,Anonymous,0,False,2026-02-17 19:00:29,California
-OlifqZgMdy46xbXX9OR,Abandoned Shell Gas Station,39.711381,-121.811191,building,,Anonymous,0,False,2026-02-17 19:01:19,California
-OligAha_gbHSZBLAjd-,Old Mineshaft + Buildings,40.734351,-122.072851,building,"Abandoned mineshafts and old buildings, EPA has it marked as dangerous but entry is not difficult. Good for photos at night",Anonymous,0,False,2026-02-17 19:02:45,California
-OligdHsYTE79wvWB7-M,Abandoned Bar,38.714681,-122.917141,building,,Anonymous,0,False,2026-02-17 19:04:47,California
-OlinlYVORO9fFHmwl5y,La colonia tunnel,32.9873075220771,-117.25915273269864,tunnel,,Anonymous,0,False,2026-02-17 19:33:12,California
-OlipDiv_AurIOnsLpOh,Abandoned Gate Building,32.7391131,-117.2164647,building,sealed shut lmk if it opens up,Anonymous,0,False,2026-02-17 19:39:33,California
-OlipUkWMX2dTo68CEnL,Abandoned Golf Course Club House,32.7404621,-117.2152754,building,no way in,Anonymous,0,False,2026-02-17 19:40:43,California
-Oliq3gouej_G4scJwYQ,Possibly Abandoned Building,32.7532858,-117.2073122,building,,Anonymous,0,False,2026-02-17 19:43:14,California
-OliqPiGiU4qxrR4jDaI,Perry’s Cafe,32.7561218,-117.2015704,building,no way in and homeless ppl hang out around it,Anonymous,0,False,2026-02-17 19:44:45,California
-OlirACx8zaJmXe5aKtS,Abandoned Military Lab,32.8401128,-117.2489103,building,Roof access from left side of building from the street have to do some climbing then after on rood you can get down into the main area it's all barb wire around so watch out once your inside the basement was closed but all the lights were on inside meaning possibly a squatter we realised only some of the area has power because the camera that is there didn't have anything going to it and didn't have any lights so the signs that say we can see you on cameras are just there to scare you but some doors have alarms that will sound if you open them,Anonymous,0,False,2026-02-17 19:48:03,California
-Olisg7V24to9OAdlsub,Abandoned Cheese Factory,40.641821,-124.2249,building,,Anonymous,0,False,2026-02-17 19:57:24,California
-OlitLjttPuDVIWVsI_5,Abandoned Seafood Restaurant,38.160701,-122.894162,building,,Anonymous,0,False,2026-02-17 20:00:19,California
-OlitesyG0WHbQBzvoHE,Graffiti Tunnel,37.667631,-122.068081,tunnel,,Anonymous,0,False,2026-02-17 20:01:41,California
-OliuhRnyLhUBVAoWnuE,Abandoned Chevy Dealer,37.323426,-122.040167,building,demolished and turned into a Whole Foods,Anonymous,0,False,2026-02-17 20:06:14,California
-OlivX52sVw5S3rspBzQ,Cave,37.946973,-121.805216,other,u gotta hop fence,Anonymous,0,False,2026-02-17 20:09:50,California
-OliwLX73bqEe3asiOHf,Abandoned Toys R Us,37.679763,-121.047064,building,No way in last time I went,Anonymous,0,False,2026-02-17 20:13:24,California
-OliwqzTAKoUaxLsMGlC,Abandoned House,37.796513,-120.978914,house,super easy,Anonymous,0,False,2026-02-17 20:15:37,California
-OlixHhiJoPV6Zrzl6KF,Inverness boat,38.09693,-122.852068,other,Abandoned fishing boat,@adventure_goons,0,False,2026-02-17 20:14:47,California
-OlixYQPKDyt-gvmi0qL,Inverness boat,38.09729,-122.850938,other,Abandoned boat,@adventure_goons,0,False,2026-02-17 20:15:55,California
-Oliz-nXj1ZrAeyVl_CA,Torre Grande,38.8150866,-0.9748651,building,,Anonymous,0,False,2026-02-17 20:22:18,California
-Oliz5I8wZYVC0aMlr3i,Abandoned cabin,37.611911,-119.021823,house,Cabin church thing,@adventure_goons,0,False,2026-02-17 20:22:40,California
-OlizNpLsj02u-yFMwad,Palacios,36.5005932,-4.9671611,building,prob a security system.,Anonymous,0,False,2026-02-17 20:23:56,California
-Olj-PZHz7GvsdpA8389,Huge dam,39.326646,-120.642951,other,Big ol dam,@adventure_goons,0,False,2026-02-17 20:28:25,California
-OljCyOjR80S-_gy3Hs1,abandoned house 🏚️,330930.511721002,330930.511721002,house,place got boarded up pretty untouched but the people walking will snitch,2.radz,0,False,2026-02-17 21:27:40,California
-OllUO5UBaiOpMxKoa6f,Cave,38.916375,-121.014555,tunnel,,@adventure_goons,0,False,2026-02-18 08:03:00,California
-OllUXKIYbKZRvQhvVbN,Mine remnants,38.91673,-121.015225,building,,@adventure_goons,0,False,2026-02-18 08:03:38,California
-OlmJZm0mWuwwUxxJmCM,Abandoned House Destroyed By Arson,33.0813512,-117.1209212,building,,Anonymous,0,False,2026-02-18 11:55:22,California
-OlmJx2E2BJ_hm94x6al,Abandoned Home,32.9746979,-116.9731669,building,,Anonymous,0,False,2026-02-18 11:57:01,California
-OlmKKEIvQ5U4NAi-ysw,Graffiti Under Bridge,32.84733320996344,-116.96943994247468,building,,Anonymous,0,False,2026-02-18 11:58:40,California
-OlmKNc1c3G8iVdEGpRz,Bando,37.729003,-121.69649,building,,Anonymous,0,False,2026-02-18 11:58:54,California
-OlmL952wgJPK8zTZDs-,Abandoned House (might be boarded),33.6418741,-117.2241463,house,fenced off but there’s an open window,Anonymous,0,False,2026-02-18 12:02:17,California
-OlmLf7YupajBunDEFnJ,Abandoned Bridge,32.943781,-117.108095,building,Park at Wendy’s and walk down,Anonymous,0,False,2026-02-18 12:04:32,California
-OlmNM5VRPButhHJ9I5l,Secret Sidewalk,37.590618,-121.951418,building,sketchy,Anonymous,0,False,2026-02-18 12:11:54,California
-OlmPhg42775DPUE1XQk,Small Abandoned Building,36.521932,-121.805991,building,"Very small old building. Very easy to get in, lots of old junk inside. Only danger is the possibility of airborne sicknesses already associated with abandoned buildings.",Anonymous,0,False,2026-02-18 12:24:57,California
-OlmQ2GMrzNdyOPhoBa-,Abandoned Clinic,37.410561,-121.932371,building,be careful of debris,Anonymous,0,False,2026-02-18 12:26:25,California
-OlmQLIbeRfm_aJ7NipP,Abandoned Mining Shaft,34.524552,-119.65898,building,,Anonymous,0,False,2026-02-18 12:27:43,California
-OlmR94HNKyI-csH8F8s,Abandoned Gas Station,33.523522,-115.938721,building,,Anonymous,0,False,2026-02-18 12:31:16,California
-OlmkOtQAxuDkOX9rREv,Abandoned Hospital,36.7386125,-119.753578,building,,Anonymous,0,False,2026-02-18 13:56:57,California
-OlmqFo2SwLYm6EVSON6,Abandoned Power Plant,34.206595,-119.250173,building,,Anonymous,0,False,2026-02-18 14:22:33,California
-Olmr_FndM2Wa-FjKbhd,Abandoned Construction Area,37.516098,-121.939428,building,,Anonymous,0,False,2026-02-18 14:28:19,California
-OlmrtU2ukpVle_kDFwV,Abandoned Dam,34.4808955,-118.0229473,building,,Anonymous,0,False,2026-02-18 14:29:42,California
-OlmsUsm5TkIBgfyHQOb,Abandoned Mansion,34.1421564,-117.4017853,house,,Anonymous,0,False,2026-02-18 14:32:19,California
-OlmtRrDvQqa4cU_X-bs,Abandoned Fire Station,33.7865665,-117.8510284,building,,Anonymous,0,False,2026-02-18 14:36:29,California
-OlmtYZQbojxLMu5Nb6V,Abandoned Fire Station,33.7865665,-117.8510284,building,,Anonymous,0,False,2026-02-18 14:36:56,California
-OlmuOe-zajM7_fNNQm-,Tunnel,33.7414708,-118.3745956,tunnel,,Anonymous,0,False,2026-02-18 14:40:38,California
-OlmwsepCE0o-blpON26,Abandoned Graffiti House,34.0039377,-117.3907667,house,,Anonymous,0,False,2026-02-18 14:51:29,California
-Oln-CODU9FGXf9om6_j,abandoned tow shop,32.7295304,-116.015625,building,,Anonymous,0,False,2026-02-18 15:06:00,California
-Oln0JKWkAQAiuOHe4_b,Abandoned Bank,38.5818552,-121.4981461,building,,Anonymous,0,False,2026-02-18 15:10:51,California
-Oln0hsWjj-MT5ah5NAO,Abandoned House + Barn,36.5239841,-119.356842,house,,Anonymous,0,False,2026-02-18 15:12:35,California
-OlnAeW8Tlc2m0GjLzON,Abandoned Elem School,37.641537,-122.062094,building,,Anonymous,0,False,2026-02-18 15:56:03,California
-OlnCBLu8a16W_38ZAVv,Abandoned Town,34.5823798,-117.3607206,building,,Anonymous,0,False,2026-02-18 16:02:44,California
-OlnCYomHAB0Nvnnbh9b,Abandoned Hospital,34.5774684,-117.3604631,building,,Anonymous,0,False,2026-02-18 16:04:20,California
-OlnD2POiHl7KFIgg0Xo,Square Shaped Tunnel,33.2579247,-117.293644,tunnel,,Anonymous,0,False,2026-02-18 16:06:29,California
-OlnDZR_QM6-xjYOUOg7,Sewer Drain,33.1470124,-117.132172,building,,Anonymous,0,False,2026-02-18 16:08:45,California
-OlnQopXFcogkbM2S9kR,Golf Course Tunnel,33.6633,-117.9348,tunnel,,Anonymous,0,False,2026-02-18 17:06:40,California
-OlnRSS-nle2JCIZN_1s,Bakersfield Mall,35.3949,-118.9599,building,Security,Anonymous,0,False,2026-02-18 17:09:26,California
-OlnvDvsi9ms0Oj9Y6XU,Abandoned Facility,36.4941815,-119.781189,building,,Anonymous,0,False,2026-02-18 19:23:53,California
-OlnwcDFMo-gN7LG7Nt9,Abandoned House + Trailer,38.4220117,-122.6912972,house,,Anonymous,0,False,2026-02-18 19:29:59,California
-OloUNtESvUg-lBRACCi,Abandoned Greenhouses,37.7242126,-122.4092965,building,,Anonymous,0,False,2026-02-18 22:01:51,California
-OloUplBFKYlJ0umyPk6,Graffiti Shack,37.8238872,-122.5351524,building,,Anonymous,0,False,2026-02-18 22:03:49,California
-OloVFyZmnyLgcIF_7xL,Abandoned Bunker,37.8364287,-122.544508,building,,Anonymous,0,False,2026-02-18 22:05:41,California
-OloWUJzn0EQ5eabHB0P,Abandoned Ammo Bunker,38.0662877,-122.526454,building,,Anonymous,0,False,2026-02-18 22:11:02,California
-OloXK0S3DmdDLFOVT2A,Abandoned Preschool,38.1090666,-122.5818658,building,,Anonymous,0,False,2026-02-18 22:14:42,California
-OlsAT-YNXmQIEALak_x,Abandoned Building,34.4182834,-119.592576,building,,Anonymous,0,False,2026-02-19 15:13:18,California
-OlsAvnA1J1Z-i5GP-uZ,Abandoned Quarry,34.8701584,-120.5172729,building,,Anonymous,0,False,2026-02-19 15:15:20,California
-Olsk8pSlSGPp8QSDvk2,Abandoned House,33.158472,-117.350056,house,"kinda hard to get in, watch out for the restaurant next to it they will snitch",BR Urbex,0,False,2026-02-19 17:53:35,California
-OltFTtgC5XuHC83sb9H,tennis club,37.823006,-122.117947,building,"tennis , 2 story house with a basement pool in the back. come from the trail in the back",Anonymous,0,False,2026-02-19 20:14:50,California
-OltFnCFUieO9UHvt2-_,barn,37.850241,-122.161709,house,small barn,Anonymous,0,False,2026-02-19 20:16:13,California
-OltFw6PYUIstPHzY2k0,roof entrance,37.856245,-122.126382,rooftop,roof,Anonymous,0,False,2026-02-19 20:16:50,California
-OltGJ_ng-nwqVDL6Ubc,dam,37.84542,-122.108585,tunnel,dam with a tunnel and near a fish breeding farm,Anonymous,0,False,2026-02-19 20:18:30,California
-OlwVLTmD4ZkMEs0leie,abandoned house + bike shop,37.9220781,-122.0646694,house,,Anonymous,0,False,2026-02-20 11:23:01,California
-OlyKW97is6vD8ARskJM,Train tunnels,39.539313,-121.542621,building,,@adventure_goons,0,False,2026-02-20 19:54:56,California
-OlyKjVhpFzr7PfkKg9I,Donner train tunnels,39.315641,-120.320837,building,,@adventure_goons,0,False,2026-02-20 19:55:54,California
-OlyLPg_ol76utdLYLZ_,Idahoe Maryland mine,39.211363,-121.017766,building,If you live in the area you have prob seen this its not really much to do but look at it up close theirs no entry its a concrete cone,@adventure_goons,0,False,2026-02-20 19:58:51,California
-OlyM0UWnGan8CYi3tYX,Round room,39.137122,-121.10001,building,Demonic ritual site,@adventure_goons,0,False,2026-02-20 20:01:30,California
-Om1Bu_1LoDyNPcrRQPb,Abandoned Rite Aid,37.8522826,-122.0354504,building,,Anonymous,0,False,2026-02-21 13:55:49,California
